,uuid,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20
266,0631efe3-78db-47e3-90a5-6cdf95cb0574,-212.72011,183.97025,-103.899475,22.144745,0.20460373,-34.933666,9.435232,-32.53243,-17.542028,0.6869004,-24.478098,8.662732,-23.479435,-4.1446257,-4.496428,-2.051325,-2.8459883,-4.584807,-5.9942627,-1.6463993
267,06347148-8cfb-4fb8-86a9-5a32792dd811,-167.95065,184.75334,-88.31453,27.703363,16.1771,-10.83201,29.932188,-11.277193,-5.595134,5.5928497,-19.668896,10.758213,-17.340618,-8.35768,-7.847595,0.5185882,1.7975439,-3.0372875,-3.8606765,-2.7059023
268,0640716b-e287-4181-a653-5b798e8308c8,-187.51546,164.85788,-88.85528,29.373161,13.715859,-22.68556,14.313769,-16.807072,-13.595326,-7.930537,-21.586514,8.420812,-14.169922,-3.3803189,0.8580542,-9.4166975,-2.244173,-3.376199,-7.3056607,-2.5016325
269,06461575-204a-4d14-9a4c-20e9936aee6d,-233.24113,195.39499,-42.31009,22.827719,13.441002,-16.649664,11.00858,-11.09615,-10.94876,-3.4816284,-18.129274,-4.6202116,-9.523488,-7.5961075,-4.411319,-10.499697,-7.2440443,-4.460167,-6.9382286,-4.015614
270,0648ae90-f159-4ea2-a0b8-ed965d27c72b,-197.23732,181.95322,-82.21229,18.77263,-13.989108,-48.294437,12.027689,-14.450159,-9.981019,1.6187319,-17.390175,14.917082,-9.17173,-3.4299448,-2.2372596,-8.642081,-4.773871,-2.5792034,-8.275973,-2.1339078
271,0649d149-658c-4f97-a49d-21427a2cc056,-176.71577,188.8167,-95.93088,16.33899,-9.884284,-43.564964,9.219332,-26.75376,-13.927574,3.6970725,-22.591833,6.6551023,-22.415146,-5.882867,-6.66306,-7.7246575,-4.2856126,-7.4455743,-16.353996,-3.7016964
272,064c7981-0fa2-4a96-9d16-7d13a2b02904,-200.27554,178.55986,-76.41329,24.902575,7.8783174,-28.87418,4.548538,-19.349512,-7.490328,-1.2785947,-27.009743,-3.352095,-15.205321,-5.445191,-5.6024156,-6.6703863,-0.5806491,-5.7635446,-6.5163717,1.3333713
273,0651b541-90ed-4575-a2d9-9c0b54646df5,-178.4335,192.35007,-98.60119,13.712479,8.487733,-27.612585,-9.570447,-14.419349,-1.611694,-24.035545,-30.128483,17.506943,-18.834557,2.343423,0.8720404,-10.309007,0.867307,-13.719296,-0.27150673,-9.193658
274,065aa2a8-7252-4f50-a50c-a464941c9417,-241.45995,224.8173,-79.58706,1.4001148,12.485621,2.64186,26.612057,-15.357644,-14.375476,-6.2866964,-17.344263,0.8957013,-17.029028,-12.019066,-4.2423406,-6.984809,-4.3587017,-5.5785985,-1.8168901,-0.56768835
275,065f241f-6db2-4cbb-9f3e-107230272e10,-194.08385,204.66393,-56.51648,7.972174,2.1513984,-18.90694,16.162954,-12.579931,-18.962393,-11.770641,-19.201952,0.923688,-13.858219,-9.491376,-0.12141626,-8.716051,-9.581193,-3.8579335,-1.7673113,-2.6287637
276,066310ad-4ff3-48be-80e0-37bb13885ec5,-208.62466,188.49477,-43.779015,24.887877,-0.15951489,-28.743336,19.190128,-9.033734,-10.571876,5.275157,-18.192616,-2.852248,0.41119733,-5.5875316,-2.5196075,-5.8867993,-8.296511,-1.7469966,-4.5190105,-1.2397139
277,06758627-449a-4cad-9d89-0e95ae08a7d8,-251.89883,179.73718,-33.697685,8.516008,13.033475,-10.329268,8.81435,-7.783528,-11.657172,-2.97477,-9.478363,-2.2608428,-8.071094,-12.784245,-5.9547157,-6.06864,-5.385226,-4.815427,-7.3953195,-7.97421
278,0677ade4-63b3-4a0f-a51c-26a776e52874,-191.98338,169.2019,-90.212776,34.031784,9.727294,-29.543606,17.755232,-25.968767,-18.385183,2.239075,-20.922205,11.412781,-15.510862,-1.961415,0.27888304,0.5707963,-3.8177087,-6.5933065,-11.037057,-0.08239363
279,068fe6a8-3918-4f06-81de-123d132bff40,-237.9759,188.1926,-69.130516,16.742315,-6.9425635,-33.90538,18.054718,-17.653145,-13.400484,5.787568,-21.389647,-0.96086,-4.926589,-10.771338,-9.866939,-7.1585355,-9.507091,-3.6909976,-6.0986395,-2.2994132
280,069326da-d290-435a-8ba9-01db55fdb2d7,-181.06856,173.50385,-76.64034,20.800863,2.121005,-27.637402,19.4824,-14.642664,-15.12514,-1.4065785,-20.654638,3.0125866,-13.286258,-1.7872285,-0.6289606,-9.369273,-4.084036,1.8123263,-7.0235314,-1.6202787
281,0696a4c7-c31d-4425-aae9-aaaddc932173,-240.60748,196.26817,-44.418705,41.69081,3.558814,-32.396976,28.636698,-20.167456,-20.617725,11.310757,-22.72408,-4.7089252,-6.469775,-9.976624,-8.530766,-5.373902,-15.324516,-1.9667054,-9.679145,-2.7455556
282,06993140-c36d-4d03-befe-713c646e3408,-208.80534,170.22809,-79.85595,1.2553056,-4.235631,-25.001884,15.762179,-19.895344,-22.07387,-3.9531288,-17.819128,2.548931,-0.11765521,-2.5910354,1.386532,-6.0260696,-6.2762513,-0.23224431,-5.5515304,-4.3605137
283,069e6694-eadb-4864-82fe-532c07d22bc6,-333.53223,215.34343,-108.0876,24.440853,-2.7205436,-30.342136,12.971519,-26.427425,-8.351422,5.9577723,-26.081375,16.288124,-23.244806,6.612836,-6.6398306,-1.968713,-0.6460029,-4.7553406,-1.8324531,-1.0065525
284,06a3ee3b-05c0-4f77-a669-0cbaffcdbdf0,-231.5019,186.89381,-58.253223,-15.159688,-7.3297358,-29.555384,-9.50005,-18.855053,-15.814047,-14.390109,-20.939226,-3.0871744,-2.1907692,-6.8911414,-4.7680407,-5.935995,-3.190036,-4.146831,-2.873292,-1.0738649
285,06ad9cc8-27ff-4d9e-bfec-f88a660d9253,-245.63084,140.7892,-96.484795,48.638294,11.393606,-41.469315,9.483256,-24.592178,-9.307413,8.259378,-22.657307,7.01897,-19.238573,-2.1327128,-2.6487746,-8.346594,-6.472632,-2.524192,-9.420769,-1.6174961
286,06b49798-22b7-4570-85b9-1390947ff34d,-214.09189,175.96043,-59.49253,14.676738,3.0968218,-22.251163,18.498922,-6.780123,-11.504074,-2.7858505,-16.98158,-1.3363025,-9.707172,-10.421911,-0.49975535,-7.667888,-12.830787,-12.444211,-11.460971,-4.838114
287,06b568b5-b9f8-4334-816c-c16009bb5de7,-155.29121,202.63773,-101.5481,3.8797538,-6.196272,-25.049791,18.77243,-17.507877,-10.334474,-3.653272,-24.702063,14.034839,-9.9002075,-3.3271666,-8.825736,-2.7078164,3.8293478,-5.3833103,-5.465905,-3.5115333
288,06b58ff7-42e9-49d8-8b56-dd82e7b18ace,-249.11302,192.44708,-74.67711,3.1758966,16.776627,-2.3572392,13.7911215,-16.294025,-5.7344522,8.196747,-7.0705147,2.9686215,-6.319956,-4.44112,-3.4021194,-7.213832,-4.6158905,-4.7432094,-5.09948,-4.51853
289,06c4f102-237b-4ae6-8f79-8f2f2bfe4856,-288.82947,216.49367,-79.99838,-22.608475,-18.232695,-23.437983,19.10102,4.5362515,13.20534,13.21212,-5.7483964,3.6477978,-4.966566,-8.131799,0.6229529,-0.8273545,3.7020123,-0.566091,-3.052337,0.6644519
290,06e39517-d17d-47f0-a8bc-dc6bc8b8813c,-171.84161,210.33311,-98.08749,2.9045324,-5.0327816,-29.262548,3.8048797,-15.711271,-2.6282177,-5.3178396,-20.005875,12.206595,-23.966818,-1.4107286,-1.7114866,-8.776281,0.33667853,-9.6169405,-6.454698,-3.6883438
291,06e80bb5-d35b-4251-8631-03c35c7f3ce3,-147.84985,134.2029,-120.50901,34.402767,-5.9648685,-53.54471,17.921923,-27.099873,-19.609497,0.23702604,-32.220093,21.157303,-16.497412,8.867133,0.39100593,-0.90300244,-7.1927385,-5.335442,-9.315087,3.6650684
292,06e9197b-9b40-4bde-bde8-9e78242a60ac,-160.5828,162.08786,-112.67654,27.669575,2.1365142,-36.112812,16.804602,-25.858742,-15.027735,2.0662801,-23.420376,17.073732,-18.57704,1.3782758,-0.5974638,-3.2745726,-7.3175616,-7.1762104,-5.879534,0.16673185
293,06e989e7-b76d-4a36-8c5c-c59ef0d9d663,-203.40492,213.4129,-31.085625,8.197121,11.862252,-8.684055,9.675889,-10.758146,-14.796417,-10.290846,-14.345669,1.4837123,-4.873563,-12.778482,-4.1728377,1.3851377,-1.4982966,-8.074701,-4.0328555,-1.7151799
294,06f45cd2-eb04-430b-ad65-0f7e2f8695ec,-208.98778,187.98967,-75.25627,10.788988,9.680736,-13.053929,13.302992,-20.3375,-17.845507,-8.894218,-21.35066,3.6700685,-7.158326,-6.7632184,-5.9718313,-3.8337898,1.6978481,0.2630922,-1.4137231,-5.337989
295,06fbfb8f-164c-4c97-a626-0b7d56543751,-302.24188,201.01974,-89.08935,25.34113,5.430837,-25.382835,10.476298,-25.044027,-13.238457,-3.1875591,-24.523771,1.9648854,-19.710165,-3.1560814,-4.2234945,-12.81086,-5.8870583,-5.948069,-7.4416695,-3.8833258
296,06ff33f5-6b37-4f83-8fb4-1aec88d8d460,-232.28001,185.5703,-110.48943,6.348755,8.147523,-16.217293,-1.426374,-34.806206,-13.801,-3.5349386,-23.689924,1.4090326,-16.18791,0.4676617,-4.754818,-7.90472,1.0849308,-6.107142,-2.0036278,-7.8358717
297,07002f60-5d29-43e2-9ecc-7b324ee344c6,-163.50258,182.22427,-77.0507,44.477356,11.51159,-28.424988,24.921328,-30.409786,-16.029673,15.192678,-25.822624,9.301517,2.5934057,-2.445767,-15.719943,1.239055,-8.482138,-2.0451348,-5.2908254,-5.922927
298,070b4c08-88e7-4a9d-9462-3d26fe792c2a,-167.56189,211.49954,-76.33727,-7.2346215,2.2414193,-15.130655,5.092526,-15.455016,-8.82211,-9.021997,-16.3455,8.140782,-8.961174,-5.209801,-8.455749,-11.874231,-2.5701118,-7.2213874,-9.242848,-11.476297
299,07106861-91e6-44f1-a1c1-a31213170942,-191.12296,194.74312,-59.040176,26.665148,8.923029,-20.570683,22.595198,-7.031433,0.457643,15.333701,-8.877707,15.206725,-9.109589,-2.1763139,-6.6467347,-0.92174447,-4.7210546,-5.499777,-6.5692606,-4.2512035
300,071572b1-e5bb-4fc4-a10d-4e81bb1339f2,-156.70049,195.81487,-94.48686,22.059875,2.9632826,-31.530851,7.7216206,-19.561537,-2.6336565,5.159871,-20.36197,10.569475,-28.909004,-9.116401,-9.105529,-6.7573476,-2.4856052,-9.586737,-7.1913786,-4.5129447
301,071da517-8148-4a3a-9d49-fbb22938741c,-268.94882,149.04344,-103.65443,17.284712,17.183685,-12.296151,14.801756,-27.055264,-12.131732,10.798159,-13.643346,-3.6977003,-18.133625,-11.868367,-1.9929752,-4.875149,-6.8024955,-5.2372084,-4.763274,-2.1022944
302,072fdfd5-9418-4db4-88e5-8a574b40d51e,-144.08818,200.59099,-52.907764,8.478122,-4.231174,-25.431286,16.541285,-18.421352,-21.698713,-5.502987,-26.100466,-6.108542,-6.5512657,-7.7640567,-6.6828876,-6.5246987,-10.269898,-3.930375,-4.0829864,-1.4879515
303,0733f882-d7fd-4dc5-a1b0-8aeec64fc112,-228.72351,157.07187,-91.304924,9.443968,-10.795656,-39.929993,11.581906,-16.947552,-11.44364,4.544552,-14.752368,6.823719,-9.651186,-9.673268,-2.7840827,-3.188442,0.033824135,-1.1805472,-9.080349,-1.3375455
304,07397e2f-b124-469f-8179-2d90c60d5fc4,-196.79427,194.13086,-64.7512,8.582079,3.8687093,-20.260315,10.932792,-7.762981,-1.327805,-1.4184667,-21.517263,6.4388766,1.6960804,-2.0125,-8.248823,-2.1331139,-1.4713289,-16.636257,-19.716417,-13.271578
305,0739e54f-d530-48a7-ba35-3fa3c0e4dd1f,-221.63518,166.96204,-56.590122,12.64952,3.9284623,-22.595203,8.400561,-23.864307,-24.665989,-1.7128962,-12.992534,-0.9273772,-1.343726,-7.004604,0.42033443,-0.79053026,-1.8478748,1.3860717,-1.40979,0.5560145
306,073df77f-c717-42d6-9b29-d9a863456432,-179.07478,187.31682,-58.873226,19.615906,12.239771,-18.838411,8.829046,-22.66385,-18.232428,-3.6831174,-19.320261,1.6745459,-12.131887,-8.634832,-9.775703,-6.1440115,-3.3789203,-3.1974669,-9.574631,-5.9786434
307,0741cb7a-e069-469b-b13e-ea2dc6580c1c,-169.5939,183.6973,-118.412865,14.614376,-3.841966,-34.235725,14.56997,-28.303055,-17.851662,-4.339485,-25.668364,16.201431,-29.401577,-0.43799686,-9.749951,-13.885255,-5.120444,-4.308036,-8.399465,-2.3998702
308,0744becc-affd-449a-aa2a-274ed1f096c4,-255.45186,207.7458,-52.175697,13.06106,11.0744705,-14.542635,11.002203,-21.014683,-18.256367,-2.1857708,-17.755903,-6.5035415,-8.980452,-10.966707,-4.8623443,-10.661969,-7.8385177,-2.209212,-5.840673,-4.4263163
309,0745a6ed-bcab-49eb-9d2a-17819c2bf9b8,-182.6447,166.36934,-91.15019,31.876417,-6.316492,-41.50687,29.056519,-22.82337,-19.143261,3.842659,-34.975487,3.0606465,-0.9129284,1.3765987,-7.636382,-3.2717953,-11.34066,-2.9407432,-8.993415,1.7904152
310,0750786a-538d-48c2-9db1-ada9e2ea1fdd,-221.82617,184.68376,-92.103096,10.606087,2.1427238,-25.1971,9.062767,-14.5406065,-6.531132,-1.6362911,-14.472826,14.918005,-18.377134,-3.9399214,-5.896206,-13.153938,-2.5730994,-6.337767,-9.259568,-9.425086
311,0755730a-3c52-4eeb-a66c-baeb83187827,-241.16411,199.45197,-44.01465,18.569675,6.544606,-11.157364,35.320045,3.9111896,-11.602314,-5.1835265,-16.180387,3.3674378,-5.6624837,-11.079721,-5.8931837,-9.956641,-8.230678,-5.764346,-10.430329,-3.9221704
312,0757b02b-8544-4fdc-b634-9e5b72f7a1e7,-211.59482,191.98538,-43.67646,30.399342,26.165457,-9.582818,3.0831141,-14.010072,-8.596988,-8.919626,-15.850016,5.5131006,-6.370998,-2.8019428,-5.53342,-12.648059,-4.257988,-7.170704,-8.242879,-7.349652
313,075bc6b3-8011-4cfe-a866-6d3b5e95f8e2,-206.67377,210.16272,-58.89617,19.830088,12.589196,-10.76049,23.203108,-12.313543,-13.736337,-4.7846284,-21.500092,-2.6047778,-14.459302,-16.077068,-5.784729,-5.808151,-8.310811,-9.479257,-7.1250544,-4.3293986
314,075cdb5a-5c29-4266-84ea-c44963bd0454,-171.34366,162.39487,-70.82793,21.255478,-2.9714637,-35.373825,10.445135,-23.520397,-25.346842,-12.965885,-31.083004,-0.01565814,-8.073506,-2.7483087,-0.043766484,0.6971064,-2.5620465,-0.8690732,-4.1177735,-2.560365
315,075eb140-d61d-4a3f-9fce-4b2559e0a4b5,-181.01149,181.65921,-91.422554,17.033773,6.607678,-22.256859,12.3178,-17.716806,-6.1022,0.59674984,-23.942022,3.3174202,-16.33346,-4.1900287,-6.1856656,-7.661049,-6.802184,-11.4263935,-7.572953,-4.630598
316,07605d5e-6800-4f1c-83de-0cab036d59bd,-211.05943,183.964,-39.97345,12.21,17.79076,-6.0788865,12.247342,-4.672833,-6.249547,-2.9819047,-14.128828,-7.2688427,-16.115715,-10.73702,-1.9697002,-5.181829,-4.815695,-7.644246,-9.698096,-4.846816
317,0762a05c-1356-4058-af32-ed09fc495f84,-234.26895,173.61803,-105.993004,16.919102,14.899138,-12.925368,12.607366,-25.857574,-10.944807,0.59882706,-17.010502,5.7445164,-12.629138,-2.595466,1.5809028,-3.3673282,1.5747845,-1.5299716,0.73467404,3.9432704
318,077ccf6a-f8c4-4b13-9752-7a6126638c81,-255.74028,184.30437,-74.31249,36.161774,-0.13957074,-40.462193,19.958792,-20.822838,-15.900243,3.3367908,-25.404652,4.885093,-11.780322,-4.5511665,-6.012689,-8.7103615,-8.580226,-0.57816935,-10.116527,-2.343437
319,077edc1c-7f85-41a3-941a-cac380f9243a,-239.5521,178.72282,-75.51012,36.926834,-4.5814137,-41.545334,27.56787,-20.701607,-18.592123,6.0842304,-30.243319,-0.13620442,-8.373506,-4.6706133,-2.4386086,1.5381446,-7.416994,0.23676606,-8.038237,-2.531473
320,07809b76-1f10-424e-853b-cbf4756a8ba2,-236.92789,167.22066,-78.997856,5.207073,0.24658927,-25.38854,7.7161226,-22.085897,-16.958744,-1.5807616,-18.085766,-0.61471784,-4.4043164,-6.3192325,-2.0929675,-3.2356782,-1.7306807,-3.1168983,-7.1523438,-1.4212124
321,07834bca-28e3-4227-8c7d-0801da0fe907,-203.4123,186.36751,-47.455196,22.395792,7.8611016,-24.46063,8.237754,-8.503536,-2.8811781,6.115348,-9.552949,3.1115787,-10.587464,-4.8465595,3.2180893,-1.0409988,-1.3938686,-4.4433885,-4.795362,3.5420523
322,07a7a81c-dda7-4b5c-8175-c20580dda9b9,-284.23947,182.27362,-60.763275,13.597685,7.4298263,-23.148912,5.694226,-18.398365,-20.524649,-12.383038,-18.815895,-4.5708632,-18.687298,-11.582704,-0.7676369,-13.54661,-6.616706,-1.9105847,-8.874961,-2.5028872
323,07aa5fe5-abd1-4ec2-8653-e39cde4eff8f,-247.22952,157.5895,-51.294285,17.997536,10.471809,-21.299599,8.041656,-6.9479,-11.630336,-7.503859,-14.519091,3.910711,-10.335615,-9.831608,-4.2169423,-7.6174755,-6.005776,-6.2161,-5.6856055,-2.048527
324,07ab08e5-1fdc-43c7-8b71-9a53346e8a96,-234.61281,189.4607,-48.978466,8.555402,6.51998,-21.544344,1.6076679,-13.667249,-14.3966055,-9.898595,-11.89592,-0.26857838,-19.460545,-15.531238,-6.4177537,-12.717617,-4.3298182,-5.975174,-11.966309,-3.8705328
325,07ad7c07-1eaa-49de-be52-601d08f1adf1,-257.59665,157.30266,-126.01506,-33.597137,-6.4253035,-10.032414,9.746073,-25.481043,-16.377531,-3.8237236,-11.209681,10.028807,1.3472598,-1.6663929,-3.5040267,-1.1753979,7.6284375,-0.9379294,-5.1766553,-6.0673804
326,07ad99ec-8e29-4cb4-9193-7c87d8b7a26d,-182.9911,183.99211,-84.19319,35.48802,5.8383102,-26.793276,35.57759,-7.405647,-0.16742247,16.090189,-22.259348,8.680674,-12.15615,-4.2756042,-6.969546,-0.40763563,-6.238954,-3.1118762,-8.279485,-7.751232
327,07b0beea-f37a-4131-8a7e-6dcbe182e7f3,-146.14896,162.98016,-98.5795,25.142916,-5.16725,-40.820667,28.382183,-24.706198,-29.399847,-7.0898223,-30.601707,6.4600363,-30.873203,-3.316046,-3.5399625,-7.239637,-5.7982183,1.1198033,-16.468462,3.808774
328,07b12dc7-a138-458a-b1df-d321600ff929,-336.74686,166.32903,-0.9381619,5.5868487,12.163187,-5.5269437,8.366368,5.2226434,-1.4427764,5.0660377,3.2796028,3.9347737,4.601707,0.64578456,1.2179122,1.2879342,0.27703077,0.47578982,-0.83252937,-0.7421818
329,07b6b60a-8d1b-468c-ae0c-c87f3d3b2bf5,-270.10403,193.74388,-93.37115,20.574413,0.97430634,-32.966576,8.24973,-29.34137,-16.30107,1.1340964,-20.125868,4.1853867,-30.350555,-5.4257126,-3.8517368,-10.223915,-5.8419228,-3.2549686,-7.912712,-1.5775441
330,07bc3bc4-82c3-470c-9906-6b22875910a3,-263.21667,211.55986,-40.962082,-0.13720639,14.697814,3.8021514,24.75329,-3.8405282,-13.858981,-4.5536056,-7.164841,1.7855217,-8.029356,-13.721089,-5.266785,-5.7369227,-1.9090947,-1.0857618,-4.6850443,-1.2861936
331,07bf75a2-081a-403d-a831-68b9065ed1bd,-172.86226,148.32341,-126.26085,-5.2455754,-6.149751,-25.73544,14.362897,-29.95154,-21.892971,2.0077145,-7.16038,20.11726,-12.802238,-4.2547274,-3.6517818,-6.5494013,0.95983475,0.15536578,-6.2381716,-2.4695728
332,07c0ecc4-5fb3-4d37-b522-dcdbc04f8975,-223.4047,200.93875,-92.69053,-8.714287,-2.7483935,-15.583191,13.818837,-18.967104,-13.982449,-8.1224,-21.127897,6.4061627,-3.8175402,-6.566637,-8.8468275,-8.603668,-1.8840142,-6.7610927,-5.9901123,-6.522686
333,07c16495-d19c-47ad-ba39-d2e24f31d6e4,-191.75038,199.20105,-52.49522,45.02564,16.95632,-18.305555,31.788694,-7.0493402,-7.702722,7.0744205,-17.892302,10.374434,-10.761543,-3.049508,-2.990996,-1.3227501,-6.173821,-3.585741,-5.3263836,-0.91396475
334,07c16ae1-79cf-4a3f-aa12-4396f0bca506,-231.57101,211.35437,-18.546701,4.0130453,31.962168,7.219835,0.5769845,-7.5916777,-9.651005,-15.062749,-17.61266,-6.3273444,-5.715436,-6.5600443,-7.1464777,-9.41754,-4.7000647,-1.2833353,0.0975716,-4.6102705
335,07c69d0b-5cbf-4f19-a2dd-083757b4c944,-185.87819,174.92195,-65.05464,24.143667,-1.8271654,-33.801487,20.608822,-12.205133,-9.911818,4.640569,-28.89658,-6.355792,-9.009574,-5.822109,-8.727948,-6.604967,-6.870536,0.06298223,-8.113618,-3.1730065
336,07c91673-7815-4a45-b926-47f260fc44ef,-245.82103,240.71796,-50.382664,2.6613042,-4.7306457,-23.563414,8.086267,-13.582618,-3.5087523,7.5902734,-7.1379533,6.5662,-0.50005263,-2.489575,-5.412531,-12.046992,-5.9283595,-4.9023623,-7.401375,-3.7355216
337,07d0c622-560c-4f1a-9117-e702f5227026,-206.98839,181.9267,-70.08152,9.8806305,-14.772275,-47.734886,-1.4392542,-25.539396,-18.919182,-5.2286406,-24.78302,-1.4835316,-7.000276,-7.9289474,1.1609509,3.49013,0.23989193,-1.2816482,-4.587399,-2.053832
338,07d6710e-7280-48d7-8a2d-54ce9fdc33bd,-230.70924,193.4954,-43.96423,-0.7994405,4.2361684,-16.913534,3.4965723,-15.373974,-15.39881,-5.395063,-14.833158,-4.2304688,-4.0216756,-4.605738,-0.68907285,-5.351593,-6.362383,-4.19134,-3.2239826,-2.356791
339,07e2f7e1-8e9b-4962-8701-fbe1224de7ef,-182.2082,187.8501,-83.52097,-6.29771,-5.7454658,-24.809034,7.9684167,-18.708878,-15.905799,-9.570581,-21.618809,2.7089267,-7.0275073,-5.4959655,-3.0040424,-7.4607863,-6.4990788,-5.7165637,-2.75287,-2.853949
340,07e33d6b-560d-4c16-8d7e-ecd5ddb3b195,-133.58957,173.92442,-123.834694,14.455898,-4.00608,-36.787395,10.7614765,-27.007797,-11.875378,3.5574508,-15.665499,23.222326,-29.301628,5.822849,-1.3346057,-8.952963,-2.8818717,-3.177521,-6.1025515,0.3945209
341,07e3ad35-6c0c-4aa3-83a0-f525ce50d41d,-190.64693,169.72629,-96.97641,40.814743,27.040394,-14.273891,16.936895,-15.217902,-8.379816,-9.69061,-27.484472,6.000148,-28.044949,-0.06993835,-4.2664394,-19.027967,-1.0558529,-1.7862817,-12.651547,-7.7934923
342,07e46718-3a9a-437c-b511-13167a2c9f1a,-238.40771,202.06989,-45.891335,35.936462,5.736678,-26.811647,26.203934,-4.727737,-4.5006022,9.320289,-19.033834,1.2315501,-5.2843213,-1.9415226,0.3991438,-1.6413128,-5.082737,-2.6697245,-7.495956,-0.110747404
343,07eaad4b-d65e-439d-b146-6eb28aa6585a,-196.59636,220.46817,-81.33634,-0.59057444,-3.7719345,-13.098627,29.058393,-23.117115,-23.751465,-5.0041547,-25.792332,-3.581991,-11.695291,-11.557335,-3.969771,4.6547184,0.35835966,0.69264555,-1.7588651,-1.9793295
344,07efbe1d-9a6a-480f-b4d0-37f25fd83ce2,-207.8093,188.9178,-58.10104,11.902577,2.6749816,-18.167545,22.227795,-6.2304254,-3.074425,9.3852825,-18.278965,-8.071023,-10.395202,1.5153226,2.9952512,-3.2992938,-6.765701,-2.5188198,-7.3007946,-2.7788355
345,07f8318c-d1a7-4b6c-a6e5-e50f97311d56,-310.05844,208.28952,-42.316975,14.296181,5.1333895,-21.443947,10.547803,-11.401412,-13.0105715,-5.724786,-18.495832,-4.0565705,-6.0284157,-10.182005,-3.2836697,-8.497096,-5.997473,-4.1274734,-7.5352774,-3.3622913
346,07f95718-2edc-4baa-9e18-3c6e04eb6e39,-188.59392,190.29312,-83.25193,-12.021494,-11.383561,-22.061934,20.106024,-13.387781,-18.936405,-10.648066,-24.053743,-5.7776256,-13.589008,-15.556718,-4.188299,-6.6477413,-7.311432,-6.494068,-6.055578,-1.299532
347,07fda61f-b265-4b00-b01b-43e4a8912e06,-96.74444,226.49968,-76.90245,28.304436,3.8748307,-26.842344,19.557123,-15.7085,-4.345894,5.92433,-19.26096,16.291693,-17.394789,0.77157384,-5.5182943,-4.3774395,-1.3756979,-4.143528,-4.8093953,-2.6173592
348,07ff4319-4b1c-4913-a69b-291482cb142a,-228.81233,171.86188,-94.02633,7.1059175,-5.6358733,-32.938427,10.289267,-16.71221,-6.313841,4.609227,-15.942607,6.1762576,-7.3997145,-2.4334862,-0.12670717,-5.7849135,-2.4821913,-3.5275936,-7.015855,-0.5721902
349,08018d35-e337-406f-99c9-5832197bba18,-166.29362,195.00212,-55.571224,34.19543,20.00866,-16.272112,14.436527,-16.216629,-9.545643,2.4013662,-17.695545,7.530105,-8.444308,-3.8490367,-5.080325,-3.2369995,-2.8625386,-4.8244247,-7.2553234,-2.762394
350,08024f8a-88fb-4298-9656-04da97112ae6,-263.2077,197.92288,-31.632164,13.321086,10.996404,-17.2865,2.8366132,-15.987245,-17.223269,-7.2703366,-18.130726,-4.9333076,-4.5737276,-3.5539718,-0.80212325,-3.2766407,-0.9613847,1.6116586,-2.001802,-3.7630258
351,080597cb-f0c1-4c83-87ad-441fc4bc23aa,-187.04463,216.50928,-64.65935,30.370655,12.949939,-19.171022,17.68144,-17.898714,-16.655447,-9.871323,-22.158295,11.5886545,-14.095957,-6.857367,-5.556251,-7.5178084,-4.216121,-6.585805,-8.395695,-3.658363
352,080b6119-f1ab-4337-93dd-aaccf73b4ee1,-233.60878,166.46606,-65.94711,0.6390792,-9.408784,-37.49252,-0.72690386,-14.300337,-13.970546,-8.061516,-18.162973,-1.9327335,-8.9503975,-7.850952,-2.1011667,-10.117876,-3.1978776,2.4019647,-1.8856106,1.9079168
353,08214c21-a909-4889-b059-9f5df4a3b6bb,-221.00148,162.96426,-71.26625,4.9662633,-3.8001099,-27.320013,15.820039,-9.025289,-18.920046,-11.217572,-16.945766,3.1658194,-10.349778,-4.8094954,0.15593939,-13.103991,-2.6087239,2.5591168,-9.7346945,0.05418026
354,08276c5f-ee65-424f-8b54-5ec531279c19,-237.27844,180.46722,-73.52459,23.191147,7.2641516,-30.101429,2.5530212,-12.89803,0.24397245,2.0001736,-20.37811,1.2792662,-16.911205,-6.4008565,-2.028843,-3.9789932,0.82539636,-6.7621255,-6.889716,-0.027361289
355,082991fb-ee66-4970-91dd-50890f4cc9b1,-216.07874,154.30684,-83.995575,38.459064,4.7391543,-35.029495,23.106665,-23.34949,-18.825043,8.244461,-20.783745,4.6800485,-8.01412,-4.7810645,0.81256825,1.7903829,-3.6875877,-0.5311895,-9.953864,-0.47475752
356,082bd6f2-b8ac-4df8-89b3-892eb2c44f44,-161.92697,212.31021,-82.42072,3.331061,-2.5358884,-23.913885,1.2896036,-38.246696,-28.273241,-10.433871,-22.460075,9.8219595,-4.508115,-2.93337,-12.824831,-9.499014,-1.5481466,-5.053528,-7.858985,-12.228066
357,0832d6e0-979d-4ecb-a367-26417cf3ad86,-185.60974,201.01385,-54.329052,6.3314133,-1.3925802,-30.4949,-2.0594687,-9.138192,-4.5366683,-8.939067,-16.477757,2.0674396,-12.61241,-7.8794,-1.3352183,-8.468448,-0.46063614,-2.452183,-6.221152,-7.0695086
